1	1	2	3	4
2	1	2	4	5
3	1	2	5	6
4	1	2	6	7
5	1	2	7	8
6	1	2	8	9
7	1	2	9	10
8	1	2	10	11
9	1	2	11	12
10	1	2	12	13
11	1	2	13	14
12	1	2	14	15
13	1	2	15	16
14	1	2	16	17
15	1	2	17	18
16	1	2	18	19
17	1	2	19	20
18	1	2	20	21
19	1	2	21	22
20	1	2	22	23
21	1	2	23	24
22	1	2	24	25
23	1	2	25	26
24	1	2	26	27
25	1	2	27	28
26	1	2	28	29
27	1	2	29	30
28	1	2	30	31
29	1	2	31	32
30	1	2	32	33
31	1	2	33	34
32	1	2	34	35
33	1	2	35	36
34	1	2	36	37
35	1	2	37	38
36	1	2	38	39
37	1	2	39	40
38	1	2	40	41
39	1	2	41	42
40	1	2	42	43
41	1	2	43	44
42	1	2	44	45
43	1	2	45	46
44	1	2	46	47
45	1	2	47	48
46	1	2	48	49
47	1	2	49	50
48	1	2	50	51
49	1	2	51	52
50	1	2	52	53
51	1	2	53	54
52	1	2	54	55
53	1	2	55	56
54	1	2	56	57
55	1	2	57	58
56	1	2	58	59
57	1	2	59	60
58	1	2	60	61
59	1	2	61	62
60	1	2	62	63
61	1	2	63	64
62	1	2	64	65
63	1	2	65	66
64	1	2	66	67
65	1	2	67	68
66	1	2	68	69
67	1	2	69	70
68	1	2	70	71
69	1	2	71	72
70	1	2	72	73
71	1	2	73	74
72	1	2	74	75
73	1	2	75	76
74	1	2	76	77
75	1	2	77	78
76	1	2	78	79
77	1	2	79	80
78	1	2	80	81
79	1	2	81	82
80	1	2	82	83
81	1	2	83	84
82	1	2	84	85
83	1	2	85	86
84	1	2	86	87
85	1	2	87	88
86	1	2	88	89
87	1	2	89	90
88	1	2	90	91
89	1	2	91	92
90	1	2	92	93
91	1	2	93	94
92	1	2	94	95
93	1	2	95	96
94	1	2	96	97
95	1	2	97	98
96	1	2	98	99
97	1	2	99	100
98	1	2	100	101
99	1	3	5	7
100	1	3	7	9
101	1	3	9	11
102	1	3	11	13
103	1	3	13	15
104	1	3	15	17
105	1	3	17	19
106	1	3	19	21
107	1	3	21	23
108	1	3	23	25
109	1	3	25	27
110	1	3	27	29
111	1	3	29	31
112	1	3	31	33
113	1	3	33	35
114	1	3	35	37
115	1	3	37	39
116	1	3	39	41
117	1	3	41	43
118	1	3	43	45
119	1	3	45	47
120	1	3	47	49
121	1	3	49	51
122	1	3	51	53
