12	18	14	16	1.34111433029175e+01	1.26649999618530e+01	1.01081752777100e+00	0.00000000000000e+00	1.93343889713287e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.63357019424438e+00	6.36205978393555e+01	7.00000000000000e+00	3.97067451477051e+01	1.27347593307495e-02	3.94769930839539e+00	1
13	19	15	17	1.34111433029175e+01	1.26649999618530e+01	8.78948569297791e-01	0.00000000000000e+00	1.83077895641327e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.50763821601868e+00	1.15439445495605e+02	7.00000000000000e+00	3.97067451477051e+01	1.27224836349487e-02	3.92774295806885e+00	1
14	20	16	18	1.34111433029175e+01	1.26649999618530e+01	8.13887536525726e-01	0.00000000000000e+00	1.81236207485199e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.88972496986389e+00	-6.28635559082031e+01	7.00000000000000e+00	3.97067451477051e+01	1.25751657485962e-02	3.52850365638733e+00	1
15	21	17	19	1.34338045120239e+01	1.26649999618530e+01	4.83149856328964e-01	0.00000000000000e+00	1.98242652416229e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.59848165512085e+00	-3.27289848327637e+01	7.00000000000000e+00	3.97067451477051e+01	1.30703172683716e-02	2.66414904594421e+00	1
16	22	18	20	1.34338045120239e+01	1.26649999618530e+01	1.73112237453461e+00	0.00000000000000e+00	2.29352140426636e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.90948033332825e+00	-5.19334297180176e+01	7.00000000000000e+00	3.97067451477051e+01	1.51327581405640e-02	2.62174773216248e+00	1
17	23	19	21	1.34111433029175e+01	1.26649999618530e+01	4.52301919460297e-01	0.00000000000000e+00	2.21617770195007e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.09575366973877e+00	-9.65746498107910e+00	7.00000000000000e+00	3.92179870605469e+01	1.48872289657593e-02	3.40465378761292e+00	1
18	24	20	22	1.34338045120239e+01	1.26649999618530e+01	8.49866867065430e-01	0.00000000000000e+00	1.90087115764618e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.69409561157227e+00	1.45725433349609e+02	7.00000000000000e+00	3.97067451477051e+01	1.26611013412476e-02	3.50112390518188e+00	1
19	25	21	23	1.34111433029175e+01	1.26649999618530e+01	7.70733058452606e-01	0.00000000000000e+00	2.13806867599487e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.56514191627502e+00	4.74607200622559e+01	7.00000000000000e+00	3.97067451477051e+01	1.35777425765991e-02	3.02641534805298e+00	1
20	26	22	24	1.34338045120239e+01	1.26649999618530e+01	1.54939204454422e-01	0.00000000000000e+00	2.22697019577026e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.37795591354370e+00	-5.01697158813477e+01	7.00000000000000e+00	3.97067451477051e+01	1.34631624221802e-02	2.99800109863281e+00	1
21	27	23	25	1.34111433029175e+01	1.26649999618530e+01	3.41186285018921e-01	0.00000000000000e+00	2.49191498756409e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.45880150794983e+00	-2.95043754577637e+00	7.00000000000000e+00	3.97067451477051e+01	1.46867141723633e-02	2.47471141815186e+00	1
22	28	24	26	1.34111433029175e+01	1.26649999618530e+01	3.46685230731964e-01	0.00000000000000e+00	2.54990744590759e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.63564038276672e+00	1.82100510597229e+00	7.00000000000000e+00	3.97067451477051e+01	1.44370937347412e-02	2.50708246231079e+00	1
23	29	25	27	1.34111433029175e+01	1.26649999618530e+01	1.84622943401337e-01	0.00000000000000e+00	2.41601324081421e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.34328889846802e+00	-7.65231418609619e+00	7.00000000000000e+00	3.97067451477051e+01	1.35245447158813e-02	3.35215377807617e+00	1
24	30	26	28	1.34111433029175e+01	1.26649999618530e+01	6.22413694858551e-01	0.00000000000000e+00	2.58503508567810e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.81556570529938e+00	-8.11472702026367e+01	7.00000000000000e+00	3.97067451477051e+01	1.47358198165894e-02	2.12229394912720e+00	1
1	10	4	7	1.34111433029175e+01	1.26649999618530e+01	9.79278147220612e-01	0.00000000000000e+00	4.82345533370972e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.01358556747437e+00	2.02643089294434e+01	7.00000000000000e+00	3.97067451477051e+01	1.47317266464233e-02	7.40020561218262e+00	1
2	11	5	8	1.34111433029175e+01	1.26649999618530e+01	3.79175782203674e-01	0.00000000000000e+00	4.54462289810181e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.83282971382141e+00	2.10745549201965e+00	7.00000000000000e+00	3.97067451477051e+01	1.45721349716187e-02	7.23336410522461e+00	1
3	12	6	9	1.34111433029175e+01	1.26649999618530e+01	7.14480400085449e-01	0.00000000000000e+00	4.52194738388061e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.69456219673157e+00	1.04840793609619e+01	7.00000000000000e+00	3.97067451477051e+01	1.44289093017578e-02	5.35846424102783e+00	1
4	13	7	10	1.34111433029175e+01	1.26649999618530e+01	1.18190443515778e+00	0.00000000000000e+00	4.31957292556763e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.55462408065796e+00	-1.01145591735840e+02	7.00000000000000e+00	3.97067451477051e+01	1.40606155395508e-02	7.92372894287109e+00	1
5	14	8	11	1.34338045120239e+01	1.26649999618530e+01	6.68426215648651e-01	0.00000000000000e+00	4.35247278213501e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.47077298164368e+00	-4.37450456619263e+00	7.00000000000000e+00	3.97067451477051e+01	1.38150863647461e-02	7.46189928054810e+00	1
6	15	9	12	1.34338045120239e+01	1.26649999618530e+01	1.30047106742859e+00	0.00000000000000e+00	4.42596340179443e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.70556783676147e+00	-6.80892257690430e+01	7.00000000000000e+00	3.97067451477051e+01	1.42488546371460e-02	8.26376342773438e+00	1
7	16	10	13	1.34111433029175e+01	1.26649999618530e+01	7.65028655529022e-01	0.00000000000000e+00	4.52982854843140e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.87081694602966e+00	-1.01198787689209e+01	7.00000000000000e+00	3.97067451477051e+01	1.47194519042969e-02	8.12356281280518e+00	1
8	17	11	14	1.34111433029175e+01	1.26649999618530e+01	1.42782461643219e+00	0.00000000000000e+00	4.43950510025024e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.25113964080811e+00	-1.16900352478027e+02	7.00000000000000e+00	3.97067451477051e+01	1.50018091201782e-02	8.66739463806152e+00	1
9	18	12	15	1.34111433029175e+01	1.26649999618530e+01	1.48530030250549e+00	0.00000000000000e+00	4.03183698654175e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.32425904273987e+00	-8.57795791625977e+01	7.00000000000000e+00	3.97067451477051e+01	1.38150863647461e-02	9.79139328002930e+00	1
10	19	13	16	1.34111433029175e+01	1.26649999618530e+01	5.17209947109222e-01	0.00000000000000e+00	4.16686868667603e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.64651417732239e+00	6.06742553710938e+01	7.00000000000000e+00	3.97067451477051e+01	1.42488546371460e-02	8.45299434661865e+00	1
11	20	14	17	1.34338045120239e+01	1.26649999618530e+01	8.76254022121429e-01	0.00000000000000e+00	4.19443988800049e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.85071372985840e+00	5.03743247985840e+01	7.00000000000000e+00	3.97067451477051e+01	1.40237865447998e-02	8.19521617889404e+00	1
12	21	15	18	1.34338045120239e+01	1.26649999618530e+01	1.12468981742859e+00	0.00000000000000e+00	4.26280546188355e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.01911783218384e+00	8.76947021484375e+00	7.00000000000000e+00	3.97067451477051e+01	1.42202091217041e-02	6.25956535339355e+00	1
13	22	16	19	1.34338045120239e+01	1.26649999618530e+01	8.12967777252197e-01	0.00000000000000e+00	4.24444293975830e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.39912819862366e+00	-9.53920288085938e+01	7.00000000000000e+00	3.97067451477051e+01	1.45107517242432e-02	6.99562597274780e+00	1
14	23	17	20	1.34111433029175e+01	1.26649999618530e+01	7.75605022907257e-01	0.00000000000000e+00	4.18878602981567e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.38955569267273e+00	-9.46718139648438e+01	7.00000000000000e+00	3.97067451477051e+01	1.42693147659302e-02	7.00434303283691e+00	1
15	24	18	21	1.34111433029175e+01	1.26649999618530e+01	5.09035550057888e-02	0.00000000000000e+00	4.26103115081787e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.78351259231567e+00	3.39157104492188e+01	7.00000000000000e+00	3.97067451477051e+01	1.41588268280029e-02	5.85253906250000e+00	1
16	25	19	22	1.34338045120239e+01	1.26649999618530e+01	3.80505681037903e-01	0.00000000000000e+00	4.51703882217407e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.90851271152496e+00	6.84493255615234e+01	7.00000000000000e+00	3.97067451477051e+01	1.49813489913940e-02	6.95898199081421e+00	1
17	26	20	23	1.34111433029175e+01	1.26649999618530e+01	3.82459074258804e-01	0.00000000000000e+00	4.53901624679565e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.77326691150665e+00	1.17076293945312e+02	7.00000000000000e+00	3.97067451477051e+01	1.48422155380249e-02	8.65474987030029e+00	1
18	27	21	24	1.34111433029175e+01	1.26649999618530e+01	2.40799918770790e-01	0.00000000000000e+00	4.32354021072388e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.62456977367401e+00	-1.31767141819000e+00	7.00000000000000e+00	3.97067451477051e+01	1.42447614669800e-02	7.05983161926270e+00	1
19	28	22	25	1.34111433029175e+01	1.26649999618530e+01	5.02896189689636e-01	0.00000000000000e+00	4.33407592773438e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.42489600181580e+00	-2.21548805236816e+01	7.00000000000000e+00	3.97067451477051e+01	1.40074167251587e-02	6.83042669296265e+00	1
20	29	23	26	1.34338045120239e+01	1.26649999618530e+01	5.80555737018585e-01	0.00000000000000e+00	4.28816223144531e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.62948989868164e+00	-3.27289924621582e+01	7.00000000000000e+00	4.01955032348633e+01	1.37618885040283e-02	7.03868627548218e+00	1
21	30	24	27	1.34338045120239e+01	1.26649999618530e+01	0.00000000000000e+00	0.00000000000000e+00	4.79852390289307e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.31027567386627e+00	-1.12943243980408e+00	7.00000000000000e+00	4.01955032348633e+01	1.50099925994873e-02	5.35051727294922e+00	1
1	13	5	9	1.34338045120239e+01	1.26649999618530e+01	9.51431453227997e-01	0.00000000000000e+00	7.62209081649780e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.23515319824219e+00	2.16515483856201e+01	7.00000000000000e+00	3.97067451477051e+01	1.47767410278320e-02	1.21741991043091e+01	1
2	14	6	10	1.34111433029175e+01	1.26649999618530e+01	6.93520486354828e-01	0.00000000000000e+00	7.74045944213867e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.47869324684143e+00	-1.26651935577393e+01	7.00000000000000e+00	3.97067451477051e+01	1.48749532699585e-02	1.19877977371216e+01	1
3	15	7	11	1.34338045120239e+01	1.26649999618530e+01	4.34299230575562e-01	0.00000000000000e+00	7.84054660797119e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.51205563545227e+00	-2.99545121192932e+00	7.00000000000000e+00	4.01955032348633e+01	1.49076910018921e-02	9.18961334228516e+00	1
