El-array Spa.1 Spa.2 Spa.3 Spa.4 Rho Dev. M Sp Vp In Spa.5 Spa.6 Spa.7 Spa.8
Mixed/non-conventional 9.00 12.00 15.00 18.00 1075.18 0.36 0.00 24.33 -16.079 0.846 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 13.00 16.00 19.00 1209.06 0.51 0.00 33.62 -16.336 0.764 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 14.00 17.00 20.00 1346.83 0.73 0.00 -31.40 -16.362 0.687 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 15.00 18.00 21.00 1624.19 1.01 0.00 -85.35 -16.555 0.576 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 16.00 19.00 22.00 1567.17 1.19 0.00 -81.70 -16.258 0.587 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 17.00 20.00 23.00 1541.76 0.84 0.00 -30.00 -16.258 0.596 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 18.00 21.00 24.00 1397.40 0.62 0.00 9.99 -16.075 0.651 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 19.00 22.00 25.00 1679.58 0.49 0.00 0.87 -16.114 0.543 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 20.00 23.00 26.00 1765.03 0.31 0.00 25.09 -16.143 0.517 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 21.00 24.00 27.00 1812.27 0.72 0.00 -1.12 -16.401 0.512 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 22.00 25.00 28.00 1741.47 0.41 0.00 89.19 -16.172 0.525 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 23.00 26.00 29.00 1772.48 0.74 0.00 -11.58 -16.107 0.514 0.00 0.00 0.00 0.00
Mixed/non-conventional 21.00 24.00 27.00 30.00 1727.42 0.55 0.00 50.01 -16.311 0.534 0.00 0.00 0.00 0.00
Mixed/non-conventional 22.00 25.00 28.00 31.00 1831.96 0.70 0.00 -100.62 -16.172 0.499 0.00 0.00 0.00 0.00
Mixed/non-conventional 23.00 26.00 29.00 32.00 1899.06 0.97 0.00 -26.57 -16.383 0.488 0.00 0.00 0.00 0.00
Mixed/non-conventional 24.00 27.00 30.00 33.00 1818.61 0.93 0.00 -80.52 -16.243 0.505 0.00 0.00 0.00 0.00
Mixed/non-conventional 25.00 28.00 31.00 34.00 1557.27 0.52 0.00 20.38 -16.351 0.594 0.00 0.00 0.00 0.00
Mixed/non-conventional 26.00 29.00 32.00 35.00 1505.02 0.35 0.00 30.21 -15.803 0.594 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 3.00 9.00 12.00 343.31 0.39 0.00 -47.32 -15.072 9.930 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 4.00 10.00 13.00 331.03 0.38 0.00 -33.31 -15.208 10.392 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 5.00 11.00 14.00 376.12 0.25 0.00 41.86 -14.968 9.002 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 6.00 12.00 15.00 396.80 0.17 0.00 6.21 -15.219 8.676 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 7.00 13.00 16.00 455.88 0.11 0.00 11.15 -15.262 7.573 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 8.00 14.00 17.00 521.28 0.24 0.00 3.12 -15.065 6.537 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 9.00 15.00 18.00 595.56 0.20 0.00 42.75 -15.208 5.776 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 10.00 16.00 19.00 618.71 0.21 0.00 43.11 -15.359 5.615 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 11.00 17.00 20.00 551.06 0.77 0.00 -30.52 -15.348 6.300 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 12.00 18.00 21.00 595.72 0.81 0.00 -97.16 -15.459 5.870 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 13.00 19.00 22.00 592.34 0.77 0.00 -85.28 -15.498 5.918 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 14.00 20.00 23.00 670.99 0.75 0.00 -29.41 -15.491 5.222 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 15.00 21.00 24.00 722.75 0.45 0.00 8.53 -15.520 4.857 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 16.00 22.00 25.00 800.56 0.39 0.00 5.51 -15.448 4.365 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 17.00 23.00 26.00 786.16 0.66 0.00 17.74 -15.498 4.459 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 18.00 24.00 27.00 725.10 0.52 0.00 9.38 -15.473 4.827 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 19.00 25.00 28.00 700.06 0.30 0.00 91.29 -15.337 4.956 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 20.00 26.00 29.00 686.06 0.35 0.00 -2.18 -15.377 5.070 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 21.00 27.00 30.00 717.11 0.32 0.00 42.42 -15.262 4.814 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 22.00 28.00 31.00 755.16 0.67 0.00 -100.54 -15.280 4.577 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 23.00 29.00 32.00 861.43 1.07 0.00 -30.47 -15.205 3.992 0.00 0.00 0.00 0.00
Mixed/non-conventional 21.00 24.00 30.00 33.00 870.44 0.79 0.00 -80.65 -15.287 3.973 0.00 0.00 0.00 0.00
Mixed/non-conventional 22.00 25.00 31.00 34.00 905.06 0.62 0.00 19.91 -15.377 3.843 0.00 0.00 0.00 0.00
Mixed/non-conventional 23.00 26.00 32.00 35.00 922.53 0.31 0.00 30.70 -15.330 3.759 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 3.00 12.00 15.00 380.65 0.19 0.00 30.23 -14.875 22.098 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 4.00 13.00 16.00 436.33 0.47 0.00 14.06 -14.420 18.689 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 5.00 14.00 17.00 488.66 0.34 0.00 -5.90 -14.452 16.725 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 6.00 15.00 18.00 508.85 0.67 0.00 22.72 -15.384 17.096 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 7.00 16.00 19.00 545.28 0.29 0.00 51.98 -15.538 16.114 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 8.00 17.00 20.00 563.44 0.76 0.00 -38.10 -15.563 15.619 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 9.00 18.00 21.00 628.22 0.86 0.00 -117.48 -15.319 13.790 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 10.00 19.00 22.00 638.28 0.90 0.00 -93.41 -15.094 13.372 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 11.00 20.00 23.00 604.32 0.82 0.00 -57.77 -15.101 14.130 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 12.00 21.00 24.00 594.26 0.23 0.00 103.45 -15.115 14.383 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 13.00 22.00 25.00 604.97 0.34 0.00 62.44 -15.269 14.273 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 14.00 23.00 26.00 639.81 0.23 0.00 71.98 -15.402 13.613 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 15.00 24.00 27.00 675.02 0.75 0.00 -26.75 -15.248 12.774 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 16.00 25.00 28.00 698.66 0.25 0.00 52.11 -15.316 12.396 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 17.00 26.00 29.00 687.48 0.91 0.00 -19.96 -15.251 12.545 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 18.00 27.00 30.00 652.59 0.35 0.00 43.23 -15.513 13.442 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 19.00 28.00 31.00 667.33 0.73 0.00 -101.06 -15.437 13.081 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 20.00 29.00 32.00 668.57 1.04 0.00 -29.70 -15.631 13.221 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 21.00 30.00 33.00 687.36 0.82 0.00 -80.99 -14.678 12.076 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 22.00 31.00 34.00 672.88 0.55 0.00 21.16 -15.022 12.624 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 23.00 32.00 35.00 750.70 0.27 0.00 32.66 -14.986 11.289 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 3.00 15.00 18.00 562.07 1.01 0.00 -24.95 -10.695 21.520 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 4.00 16.00 19.00 542.40 0.89 0.00 -29.40 -13.210 27.544 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 5.00 17.00 20.00 531.35 1.25 0.00 -70.58 -9.846 20.958 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 6.00 18.00 21.00 551.12 0.25 0.00 67.97 -10.813 22.190 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 7.00 19.00 22.00 582.87 0.20 0.00 132.01 -14.015 27.195 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 8.00 20.00 23.00 611.31 0.26 0.00 100.12 -13.185 24.392 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 9.00 21.00 24.00 717.91 0.66 0.00 -40.04 -13.070 20.590 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 10.00 22.00 25.00 753.96 0.69 0.00 -93.10 -14.664 21.996 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 11.00 23.00 26.00 671.00 0.66 0.00 -29.18 -14.897 25.108 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 12.00 24.00 27.00 654.86 0.51 0.00 -12.93 -14.836 25.622 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 13.00 25.00 28.00 596.24 0.19 0.00 71.91 -15.108 28.657 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 14.00 26.00 29.00 620.15 0.61 0.00 -16.67 -15.043 27.435 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 15.00 27.00 30.00 662.80 0.50 0.00 38.79 -15.251 26.024 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 16.00 28.00 31.00 713.18 0.66 0.00 -101.49 -15.366 24.368 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 17.00 29.00 32.00 760.16 1.08 0.00 -28.55 -15.298 22.760 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 18.00 30.00 33.00 739.50 0.79 0.00 -73.77 -16.541 25.297 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 19.00 31.00 34.00 705.48 0.69 0.00 20.12 -13.819 22.153 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 20.00 32.00 35.00 771.88 0.19 0.00 32.93 -14.291 20.940 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 3.00 18.00 21.00 541.79 13.04 0.00 -293.21 -1.422 5.195 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 4.00 19.00 22.00 547.87 0.94 0.00 -176.38 -7.629 27.561 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 5.00 20.00 23.00 635.22 1.03 0.00 -237.74 -6.737 20.992 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 6.00 21.00 24.00 540.99 0.52 0.00 -3.23 -6.068 22.198 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 7.00 22.00 25.00 577.21 1.67 0.00 -27.05 -7.934 27.204 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 8.00 23.00 26.00 655.87 0.49 0.00 3.02 -8.091 24.417 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 9.00 24.00 27.00 644.91 0.15 0.00 -9.93 -6.709 20.589 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 10.00 25.00 28.00 656.29 0.41 0.00 82.17 -8.779 26.475 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 11.00 26.00 29.00 631.32 1.04 0.00 -12.30 -9.667 30.307 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 12.00 27.00 30.00 628.68 0.89 0.00 38.62 -8.199 25.811 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 13.00 28.00 31.00 645.01 0.94 0.00 -105.80 -10.846 33.280 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 14.00 29.00 32.00 686.42 1.48 0.00 -27.30 -11.555 33.317 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 15.00 30.00 33.00 715.21 1.17 0.00 -70.86 -11.136 30.816 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 16.00 31.00 34.00 796.41 0.79 0.00 20.50 -11.505 28.591 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 17.00 32.00 35.00 848.58 0.25 0.00 31.39 -12.228 28.521 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 3.00 21.00 24.00 559.98 0.90 0.00 2.62 -4.936 27.912 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 4.00 22.00 25.00 638.81 1.80 0.00 -14.49 -5.563 27.575 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 5.00 23.00 26.00 648.29 1.46 0.00 8.13 -4.298 20.995 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 6.00 24.00 27.00 721.63 0.87 0.00 -1.19 -5.057 22.194 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 7.00 25.00 28.00 712.01 0.53 0.00 87.23 -6.114 27.193 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 8.00 26.00 29.00 674.50 1.80 0.00 -9.89 -5.201 24.417 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 9.00 27.00 30.00 739.15 1.59 0.00 36.37 -4.807 20.593 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 10.00 28.00 31.00 776.31 1.55 0.00 -104.89 -6.490 26.475 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 11.00 29.00 32.00 729.07 2.54 0.00 -25.66 -6.977 30.306 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 12.00 30.00 33.00 710.11 2.37 0.00 -70.50 -5.788 25.812 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 13.00 31.00 34.00 671.65 1.15 0.00 19.13 -7.056 33.268 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 14.00 32.00 35.00 744.24 0.35 0.00 29.90 -7.823 33.285 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 3.00 24.00 27.00 637.24 1.23 0.00 1.40 -3.747 27.927 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 4.00 25.00 28.00 624.41 0.89 0.00 93.19 -3.625 27.575 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 5.00 26.00 29.00 647.20 3.73 0.00 -10.19 -2.862 21.004 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 6.00 27.00 30.00 640.90 2.69 0.00 37.24 -2.994 22.193 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 7.00 28.00 31.00 656.37 2.63 0.00 -106.05 -3.757 27.191 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 8.00 29.00 32.00 722.27 4.06 0.00 -26.76 -3.714 24.428 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 9.00 30.00 33.00 767.17 4.04 0.00 -69.18 -3.324 20.580 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 10.00 31.00 34.00 803.02 1.89 0.00 17.08 -4.470 26.442 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 11.00 32.00 35.00 780.27 0.59 0.00 29.20 -4.979 30.309 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 3.00 27.00 30.00 562.85 6.08 0.00 23.77 -2.317 27.939 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 4.00 28.00 31.00 642.53 3.74 0.00 -104.97 -2.611 27.576 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 5.00 29.00 32.00 663.85 7.71 0.00 -23.94 -2.056 21.016 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 6.00 30.00 33.00 658.15 6.20 0.00 -63.73 -2.153 22.195 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 7.00 31.00 34.00 684.36 2.28 0.00 16.84 -2.744 27.205 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 8.00 32.00 35.00 766.67 1.15 0.00 28.12 -2.762 24.443 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 3.00 30.00 33.00 559.62 7.75 0.00 -63.50 -1.676 27.949 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 4.00 31.00 34.00 627.71 3.42 0.00 17.60 -1.855 27.579 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 5.00 32.00 35.00 682.37 2.09 0.00 28.67 -1.537 21.011 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 4.00 8.00 12.00 444.34 0.32 0.00 -137.98 -15.305 2.597 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 5.00 9.00 13.00 448.17 0.34 0.00 -66.07 -15.269 2.569 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 6.00 10.00 14.00 456.59 1.05 0.00 11.99 -15.362 2.537 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 7.00 11.00 15.00 503.60 0.48 0.00 -52.28 -15.344 2.297 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 8.00 12.00 16.00 554.68 0.15 0.00 1.59 -15.473 2.103 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 9.00 13.00 17.00 694.45 0.24 0.00 9.27 -15.441 1.676 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 10.00 14.00 18.00 667.39 0.33 0.00 -12.30 -15.516 1.753 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 11.00 15.00 19.00 658.22 0.22 0.00 -1.91 -15.516 1.777 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 12.00 16.00 20.00 770.93 0.37 0.00 -6.68 -15.634 1.529 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 13.00 17.00 21.00 750.01 0.67 0.00 -79.62 -15.523 1.561 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 14.00 18.00 22.00 890.97 0.76 0.00 -96.43 -15.692 1.328 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 15.00 19.00 23.00 990.72 0.60 0.00 -65.51 -15.710 1.196 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 16.00 20.00 24.00 1015.41 1.01 0.00 -30.90 -15.652 1.162 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 17.00 21.00 25.00 970.87 0.29 0.00 -4.51 -15.663 1.216 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 18.00 22.00 26.00 986.86 0.80 0.00 21.23 -15.566 1.189 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 19.00 23.00 27.00 1015.58 0.46 0.00 1.42 -15.556 1.155 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 20.00 24.00 28.00 1051.58 0.27 0.00 77.38 -15.463 1.109 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 21.00 25.00 29.00 1031.03 0.72 0.00 15.95 -15.599 1.141 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 22.00 26.00 30.00 989.52 0.69 0.00 23.58 -15.484 1.180 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 23.00 27.00 31.00 1059.22 1.07 0.00 -25.13 -15.506 1.104 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 24.00 28.00 32.00 1123.77 0.65 0.00 -114.51 -15.473 1.038 0.00 0.00 0.00 0.00
Mixed/non-conventional 21.00 25.00 29.00 33.00 1211.77 1.13 0.00 -27.10 -15.534 0.967 0.00 0.00 0.00 0.00
Mixed/non-conventional 22.00 26.00 30.00 34.00 1154.37 0.84 0.00 -50.24 -15.459 1.010 0.00 0.00 0.00 0.00
Mixed/non-conventional 23.00 27.00 31.00 35.00 1131.65 0.42 0.00 35.66 -15.480 1.031 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 4.00 12.00 16.00 401.58 0.19 0.00 2.18 -15.015 11.276 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 5.00 13.00 17.00 459.35 0.23 0.00 42.45 -14.986 9.839 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 6.00 14.00 18.00 496.77 0.24 0.00 -5.48 -15.441 9.374 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 7.00 15.00 19.00 515.69 0.35 0.00 10.22 -15.470 9.047 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 8.00 16.00 20.00 569.36 0.26 0.00 1.28 -15.491 8.206 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 9.00 17.00 21.00 589.09 0.75 0.00 -84.96 -15.459 7.914 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 10.00 18.00 22.00 613.09 1.00 0.00 -91.40 -15.280 7.517 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 11.00 19.00 23.00 605.52 0.74 0.00 -79.98 -15.262 7.602 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 12.00 20.00 24.00 614.63 0.26 0.00 1.24 -15.405 7.559 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 13.00 21.00 25.00 591.89 0.68 0.00 18.62 -15.359 7.826 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 14.00 22.00 26.00 637.45 0.28 0.00 50.36 -15.437 7.304 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 15.00 23.00 27.00 676.14 0.27 0.00 41.58 -15.498 6.913 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 16.00 24.00 28.00 688.84 0.17 0.00 53.14 -15.434 6.757 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 17.00 25.00 29.00 696.74 0.44 0.00 2.81 -15.437 6.682 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 18.00 26.00 30.00 665.01 0.43 0.00 15.39 -15.513 7.035 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 19.00 27.00 31.00 651.57 0.96 0.00 -43.41 -15.402 7.129 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 20.00 28.00 32.00 669.75 0.52 0.00 -112.90 -15.445 6.955 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 21.00 29.00 33.00 709.08 1.10 0.00 -27.63 -15.455 6.574 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 22.00 30.00 34.00 692.89 0.77 0.00 -49.81 -15.176 6.606 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 23.00 31.00 35.00 745.53 0.23 0.00 37.02 -15.180 6.141 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 4.00 16.00 20.00 553.60 1.11 0.00 251.22 -9.997 13.615 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 5.00 17.00 21.00 557.54 0.09 0.00 100.51 -17.189 23.245 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 6.00 18.00 22.00 553.30 0.15 0.00 168.59 -15.326 20.885 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 7.00 19.00 23.00 579.72 0.19 0.00 120.54 -16.870 21.941 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 8.00 20.00 24.00 625.31 0.63 0.00 -109.62 -14.882 17.945 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 9.00 21.00 25.00 674.73 0.82 0.00 -63.14 -14.764 16.498 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 10.00 22.00 26.00 710.77 0.72 0.00 -61.75 -14.954 15.863 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 11.00 23.00 27.00 675.15 0.73 0.00 -37.39 -14.907 16.648 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 12.00 24.00 28.00 650.36 0.19 0.00 66.06 -15.269 17.702 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 13.00 25.00 29.00 614.48 0.12 0.00 13.27 -14.696 18.032 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 14.00 26.00 30.00 628.97 0.63 0.00 19.63 -15.258 18.291 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 15.00 27.00 31.00 669.62 0.97 0.00 -34.30 -15.255 17.177 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 16.00 28.00 32.00 706.75 0.55 0.00 -113.55 -15.441 16.473 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 17.00 29.00 33.00 772.37 1.14 0.00 -29.99 -15.133 14.773 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 18.00 30.00 34.00 752.63 0.83 0.00 -52.40 -16.025 16.054 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 19.00 31.00 35.00 755.37 0.18 0.00 37.42 -16.383 16.353 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 4.00 20.00 24.00 563.09 1.41 0.00 -52.48 -3.406 9.122 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 5.00 21.00 25.00 591.04 1.27 0.00 -18.57 -9.112 23.248 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 6.00 22.00 26.00 643.84 0.71 0.00 -8.26 -8.922 20.897 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 7.00 23.00 27.00 644.19 0.75 0.00 -9.67 -9.370 21.934 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 8.00 24.00 28.00 676.23 0.20 0.00 68.93 -13.109 29.233 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 9.00 25.00 29.00 686.18 0.22 0.00 15.06 -9.395 20.647 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 10.00 26.00 30.00 710.70 0.80 0.00 20.36 -12.522 26.569 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 11.00 27.00 31.00 683.87 1.25 0.00 -27.72 -12.676 27.951 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 12.00 28.00 32.00 696.94 0.55 0.00 -112.90 -14.757 31.930 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 13.00 29.00 33.00 679.87 1.62 0.00 -29.35 -10.907 24.191 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 14.00 30.00 34.00 682.08 0.93 0.00 -47.86 -13.919 30.772 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 15.00 31.00 35.00 716.57 0.22 0.00 36.53 -13.836 29.117 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 4.00 24.00 28.00 607.73 0.41 0.00 72.81 -8.500 36.907 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 5.00 25.00 29.00 635.73 0.52 0.00 18.36 -5.605 23.269 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 6.00 26.00 30.00 659.04 1.84 0.00 19.56 -5.219 20.896 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 7.00 27.00 31.00 655.69 2.73 0.00 -25.69 -5.448 21.926 0.00 0.00 0.00 0.00
